Item,Description,Line Code
TLED-OBHX,"HEATED OVAL DUAL LED ROUND STOP, TURN &  TAIL LIGHT AND WHITE BA",
TLED-K10,2 IN 1 AMBER MARKER,
TLED-P100CA,PETERBILT 579/567/587 DRIVER DOOR MARKER  LIGHT- CLEAR AMBER LED,
TLED-4XAB,"4"" AMBER TURN & MARKER TO BLUE LED LIGHT",
TLED-4XRB,"4"" Dual Revolution Red/Blue LED",
TLED-4XRP,"""4"""" Dual Revolution Red/Purple LED""",
TLED-FX76,"6"" RED MARKER TO WHITE AUXILIARY FLATLINE LED LIGHT",
TLED-P300CA,PETERBILT 579/567/587 DRIVER MARKER  FENDER LIGHT- CLEAR AMBER L,
TLED-P400CA,PETERBILT 579/567/587 PASSENGER FENDER  MARKER LIGHT- CLEAR AMBE,
TLED-412HX,"HEATED 4"" DUAL LED ROUND STOP, TURN & TAIL  LIGHT AND WHITE BACK",
TLED-412HR,"HEATED 4"" LED ROUND STOP, TURN & TAIL LIGHT",
TLED-412HCR,"HEATED 4"" LED ROUND STOP TURN TAIL LIGHT",
TLED-ID20,CHROME INTERIOR LED DOME LIGHT WITH DUAL  FUNCTION SIX COLORS,
TLED-ID30,MATTE BLACK INTERIOR LED DOME LIGHT WITH  DUAL FUNCTION SIX COLO,
TLED-U114,Round High Powered Combo LED Worklight With Amber Strobe - 1800,
TLED-U108,Half Moon LED Worklight With Flat Bracket,
TLED-UX7,"LEGACY SERIES ROUND 4"" FLANGE MOUNT LED  LOAD/WORK LIGHT WITH CH",
TLED-4X40,"4""RED STOP, TURN & TAIL TO WHITE BACK UP ROUND",
TLED-U102,Next Generation Universal White Round Work  Light With Side Diod,
TLED-UX5,LEGACY SERIES ROUND LED LOAD/WORK LIGHT  WITH BLACK FRONT - BLAC,
TLED-UX3,LEGACY SERIES ROUND LED LOAD/WORK LIGHT  WITH BLACK FRONT - CHRO,
TLED-UX1,LEGACY SERIES ROUND LED LOAD/WORK LIGHT WITH CHROME FRONT,
TLED-H93,"4""x 6"" HEATED Backlit LED Projector HL - High  Beam",
54006,"STEERING COVER 18""",
35775,"5"" DUBLE SADDLE CLAMP",
41378,90 DEGREE BEND,
HRB5500,HD Plus RUB.BUMPER 6 X 3-1 / 4 X 3-1 / 2,
PL1011,HOOD MOUNT,
EM75-61001-HT,Air Cooler Mnt Kit High Temp,
HM75-64726,Hood Mount Pivot Bushing,
HM75-66154,HOOD MOUNT,
M75-69001-HT,~,
HM75-66154,HOOD MOUNT,
PL1013-HT,Engine Mount High Temp,
PL1015-HT,RADIATOR LOWER MOUNT KIT,
PL1126,RADIATOR BUSHING,
CON10082254,Assy Hub Amkt,
CON10082229,Assy Preset Amkt Premuim,
CON10082231,Assy Preset Amkt,
BHK051-8,ROCK. HARD. KIT W/ 8IN,
SP 558709-KP,Air Bag,
SAP559270-K,AIR SPRING W / ALU PISTON,
5526-038X50,COMPLETE BOX,
5515-112,"SILICON HOSE 1.13"" X 36"" SOLD PER FT",
5515-125,COOLANT HOSE,
5515-138,1-3/8 RAD HOSE.,
NULN230,MOUNTING BRACKET REGULAR,
NULN230-FL-LH,~,
NULNF166A,TENDEM FENDER ALIUM. FLANGED,
NULN60G,~,
NULN2125-SS,MOUNTING CLAMP STAINLESS,
G3896-075,"3/4""X90' HOSE",
G3896-250,HOSE,
G3896-300,"3""X90' SILICONE COOLANT HOSE",
G3846-250,"2-1/2"" X 45' ELBOW 4-PLY SILICONE COOLANT HOSE",
G3846-300,"3""X45' ELBOW 4-PLY SILICONE COOLANT HOSE",
7755-0002,4X6 SILICON T-CHARGER HOSE,
7727-0001,CAC HOSE 4 X 8,
7715-0002,CAC HOSE 4 X 6,
31S-930,BATTERY - 12V - GROUP 31 - 930 CCA - FLOODED LEAD-ACID,
31s-930-core,CORE CHARGE,
590-3,Wheel-Guard For 22MM Stud Diameter,
790-2,WHEEL GUARD 8 HOLE 275MM,
HD802,HDP SEAL TRAILER 46300,
HD809,WHEEL SEAL DRIVE AXLE,
HD801,HDP SEAL TRAILER  42627,
HD804,WHEEL SEAL STEER AXLE(35058),
HD805,HDP SEAL STEER,
66639,SHOCKER,
66648,SHOCKER 441-83112,
66121,SHOCKER,
SPL250-3X,UNIVERSAL JOINT SPL250,
SPL170-4X,UNIVERSAL JOINT SPL170,
127592,SEAL,
127589,LOCKNUT FOR YOKE,
328349,KING PIN,
131439K,D170 REAR YOKE49S-6.26-1710,
170-4-381-1X,SPL170 YOKE 2.143-41SP,
BHK075,BRAKE HARDWARE KIT,
STP508-10-C,~,
STP2040-848-C,FUEL CAP,
STPA22-47433-002,WIPER ARM,
STPA2-3264-P-1082,DUST SHIELD,
STP63-QT-310,WIPER MOTOR WITH BRACKET,
STP806355,KING PIN,
STP21505893,DOOR LATCH LH,
STP20398466,DOOR HANDLE LH,
G5A-08,CLAMP,
G5A-10,CLAMP,
G5A-12,"CLAMP, STAINLESS ABA 22-32MM",
G5A-16,"CLAMP, STAINLESS ABA 26-38MM",
0616-02-02,MALE NPT X FEMALE NPSM ADAPTER S1120-AA,
600982,~,
619244,~,
131640,SET GASKET ISX,
381236,KIT MANIFOLD,
381232,KIT MANIFOLD,
381234,EXHAUST MANIFOLD,
381231,"MANIFOLD, EXHAUST",
381227,"CAT2504408 MANIFOLD,EXH",
341312,OIL PUMP ASSEMBLY,
341311,PUMP LUBE,
341403,CAT2237962 OIL COOLER,
331512,OIL COOLER GASKET KIT,
801087,"MAK21023285 HOUSING,FUEL FLTR",
331374,ASSEMBLY GASKET EX,
340006,BOLT CYCLINDER HEAD,
340106,CAT EX/MAN STUD KIT,
340015,SCREW TURBO MT,
340040,SCREW HEX.HD.,
340061,CAT2N2766 NUT TURBO MNT,
340090,"CAT2401614 ISOLATOR,ASSY",
340110,STUD EX MAN,
340111,STUD,
340112,STUD,
340114,STUD TURBO,
340116,STUD TURBO,
340140,SPACER MANIFOLD,
340138,SPACER TUBE,
340137,SPACER MAN,
340136,SPACER EXHAUSTBOLT,
321257,CAT5P8068 O-RING,
331212,GASKETTURBO,
331214,GASKETTURBO,
331213,GASKET TURBO,
331224,ISOLATOR PAN,
331276,GASKET OIL,
331274,GASKET,
331269,GASKET PRIMER,
331277,GASKET TURBO,
331279,GASKET AIR,
331289,"CAT1384611 GASKET,EXHAUST",
331395,"KIT, GASKET",
331454,"CAT2894135 GASKET,TURBO",
331457,GASKET EXHAUST,
331456,"CAT2509274 PACKING,EXHAUST",
331644,"CAT1613411 GASKET,EXH.",
331462,CAM COVER GASKET,
331492,GASKET,
331494,GASKET,
350550,SENSORE PRESSURE AIR,
350570,SENSOR TEMP,
350571,SENSOR TEMPERATURE,
350581,KIT SENSOR,
350585,INJECTOR PRESSURE SENSOR,
350590,"CAT2746719 SENSOR,PRESS",
350593,"CAT1611704 SENSOR,PRESSURE",
321351,KIT LINER SEAL,
321203,KIT LINER SEAL,
321241,O-RING,
321285,KIT INJECTOR SEAL,
321270,O-RING,
321233,CAT5H7704 O-RING,
321221,CAT1090078 O-RING,
321218,CAT4J7533 O-RING,
321217,O-RING,
321212,"CAT1090072 O-RING,COOLANT",
321209,O-RING,
331461,GASKET GSNG,
350621,SENSOR POSITION,
350609,SENSOR PRESSURE,
350603,SENSOR BOOST,
350602,SENSOR TEMP,
350601,"CAT1946722 SENSOR,PRESS.",
321278,"O-RING, OIL COOLER",
350599,SENSOR PRESSURE,
350598,"CAT1611705 SENSOR,PRESS",
350597,"CAT2842728 SENSOR,PRESS. CODE 95",
350596,"CAT1946725 SENSOR,PRESS",
321274,O-RING CAT,
321277,O-RING,
321420,O-RING,
370020,BEARING Main,
370023,"BEARING, MAIN 1PR",
321248,O-RING,
321411,KIT O-RING,
381192,"CAT4588201 KIT,INSTAL,TURBO",
392087,SLEEVE INJ,
331369,AIR INLET GASKET,
321375,O-RING,
321318,KIT O-RING,
331290,REGULATOR HOUSING GASKET,
380150,PRIMER PUMP,
331298,GASKET,
331415,SEAL COMP,
362002,"CAT9Y3368 SHIM,LINER.032",
321276,O RING,
331637,"GASKET, MAN. EX",
340004,BOLT CYCLINDER HEAD,
321269,O-RING,
340002,SCREW CYCLINDER HEAD,
321316,CAT1075769 O-RING,
321294,O-RING,
380170,VALVE FUEL,
381230,"CAT1469445 MANIFOLD,EXHAUST",
50634,KIT SENSOR DUAL,
650641,SENSOR PRESSURE,
50590,CRANK PRESSURE SENSOR CUMMINS 5462277,
50650,CUM3080406 SENSOR,
650652,KIT SENSOR MA,
50605,"CUM4928593 KIT,SENSOR,MAP",
50745,~,
131480,GASKET OIL,
131842,GASKET FUEL,
131660,GASKET COVER,
131659,GASKET DR.ACC,
131658,INLET WATER GASKET,
131648,TURBOCHARGER MOUNTING GASKET RING,
131647,HOUSING THERMOSTAT GASKET,
131643,GASKET COVER ISX,
131642,GASKET COVER,
131641,GASKET COOLER,
131605,GASKET TURBO,
131591,GASKET COMP.MP,
131552,GASKET,
131370,TURBO MOUNTING GASKET,
131361,GASKET,
131819,GASKET,
131817,CUM3932475 GASKET TURBO,
831023,"831023 MAK20850815 GASKET, EGR",
131876,GASKET EXHAUST,
131704,GASKET COMP.MT,
132075,GASKET CAM,
131494,GASKET OIL,
131670,GASKET DRAIN,
131904,GASKET TURBO,
131671 / M3682710,GASKET EXHAUST,
131672 / M3682940,GASKET EXHAUST,
MHF-5256,HOSE FITTING,
621255,O-RING,
640047,SCREW,
40062,NUT TURBO,
121393,RING SEAL RECT,
136101,SEAL FUEL,
136102,SEAL FUEL 12 MM,
136103,SEAL FUEL,
136100,FUEL FITTING SEAL,
136143,SEAL FITTING,
121189,O-RING,
121299,O-RING,
121315,O RING,
121316,O-RING,
121308,O-RING,
121321,O-RING,
121422,O-RING COOLANT,
131484,GASKET,
136149,~,
141401,KIT INSTALLATION,
131929,GASKET PUMP,
131931,GASKET SUPPORT,
131872,GASKET EGR VALVE,
136017,SLEEVE,
132042,GASKET HEATER,
180240,VALVE OIL,
730411,"PBTQ21-6030-004 SENSOR,LVL",
853757,SENSOR PRESSURE,
854032,"MAK20489116 SWITCH,PRESS",
853746,SWITCH PRESSURE,
845069,TACHOMETER SENSOR,
853752,SENSOR EGR,
853709,SENSOR TEMP,
853725,SENSOR PRESSURE,
853724,SENSOR PRESS,
853718,SENSOR LEVEL,
853720,SENSOR AIR,
831025,GASKET 820.90816,
831026,TURBO GASKET,
831019,GASKET PUMP,
831128,GASKET SPACER,
831020,GASKET EXHAUST,
121210,O-RING SENSOR,
121228,O-RING,
131675,GASKET EGR,
132038,SENSOR HOUSING GASKET,
121217,CUM212161 O-RING,
131897,GASKET CONN.,
131903,FRONT COVER GASKET,
321263,O-RING,
121338,RING RECT,
121347,RING SEAL,
631283,GASKET VALVE.CO,
621252,O-RING,
621224,KIT O-RING INJECTOR,
650650,SENSOR COOLANT,
650648,SENSOR COOLANT,
631285,"DDC08929803 GASKET,VLV,CVR",
631366,"DDCA4720160121 GASKET, V.C",
650711,TEMPERATUR SENSOR,
161996,"RING,ANTIPLSH ISX",
192143,"CUM2872717 SEAL,INJ.(ISX15)",
45056,"CUM3687058 NOZZLE,COOLING",
181151,OIL DRAIN RETURN TUBE,
172045,STANDARD ROD BEARING KIT CUMMINS,
370015,BEARING ROD STUD,
131852,GASKET MT COMP,
131853,TIMING COVER GASKET,
340008,BOLT CYCLINDER HEAD,
209940,"CUM2888173 INJ.,DOSER",
171990,KIT BEARING ROD STD,
450603,SENSOR TEMP,
351553,"CAT4P5053 BEARING,CAM(1-7",
340153,"CAT5H1504 WASHER,HEAD",
730420,"KENBA26900 SWITCH,PRESS.",
730395,SENSOR TEMP,
450582,"NAV1830669C92 SENSOR, PRESS.",
450549,SWITCH LIGHT,
451341,SENSOR LEVEL,
GGA-2947,O-RING,
FSC-0373,SCREW,
EGK-3925,GASKET,
FCV-4977,VALVE,
EM05040,"MAK7MR29P2 BUZZER,LOW-AIR",
EGS-3890-020,GASKET,
FSU-0558,SENSOR-FUEL FILTER RSTR,
EGS-2861,GASKET,
631281,GASKET VALVE CV,
853721,SENSOR TEMP,
680305,"DDC23515354 LINE,DRAIN",
181033,"MANIFOLD, EXHAUST",
141422,OIL COOLER KIT,
141414,OIL COOLER,
141400,COOLER OIL,
631291,GASKET EX,
631293,GASKET EX,
631382,"DDCA4721421880 GASKET,EX",
841950,OIL COOLER,
181032,"CUM3031187 MANIFOLD,EXH",
841976,KIT EGR,
380162,"PUMP, FUEL, SUPPLY",
171980,MAIN BEARING KIT,
505175,RING SET,
651520F,KIT BRG CAM,
880835,"MAK82269261 FILTER,FUEL,DEF",
853716,SENSOR LEVEL,
181010,EXHAUST MANIFOLD MOUNTING KIT,
691838,COOLANT TUBE,
831071,"831071 VOL8170519 GASKET, (D12)",
854024,EXHAUST TEMPERATURE SENSOR,
MSW-4401,WATER TEMPERATURE SENDER,
631359,GASKET PAN,
131794,"GASKET, PAN OIL",
631282,GASKET VALVE CV,
141313,OIL PUMP KIT,
121336,O-RING,
831022,THERMOSTAT SEAL,
331349,GASKET V COVER,
121309,INJECTOR SEAL,
121352,RECTANGULAR SEALING RING,
180136,PUMP,
180117,ASSEMBLY PUMP FUEL,
421111,KIT O RING,
421105,OIL RAIL KIT,
141456,EGR COOLER KIT,
841955,"MAK85136428 KIT,EGR COOLER",
181043,"N/A KIT,MANIFOLD,EXH",
162030,LINER SHIM,
162029,"CUM5298564 SHIM,LINER.020",
131972,"GASKET, TREAT",
131971,GASKET A TREAT,
831108,DPF FILTER REPLACEMENT GASKET,
631357,DPF GASKET,
831106,DPF GASKET,
42039,V CLAMP,
42041,Clamp,
42029,CLAMP,
42034,CLAMP,
42035,CLAMP,
42009,V-BAND CLAMP,
42047,V-BAND CLAMP,
42048,Clamp,
642040,CLAMP,
842027,KIT CLAMP,
803943,DOOR HANDLE,
740395,BLOWER MOTER,
804133,SWITCH SIGNAL,
804156,SWITCH SIGNAL,
451411,"NAV3544933C92 SWITCH,DIR.",
360466,"PLATE,SPACER",
360469,PLATE SPACER,
131869,KIT GASKET,
191937,CAMSHAFT,
331572,KIT GASKET FT,
191824,CUMMINS CAMSHAFT ISX 15 / QSX Engine Application,
631264,HEAD GASKET,
331152,KIT GASKET PAN(C15),
331156,VALVE COVER GASKET,
331210,"GASKET PAN, 3400",
131394,OIL PAN GASKET INSTALLATION KIT,
131860,CYLINDER HEAD GASKET,
131270,"CUM3882733 GASKET,OIL-PAN",
132041,GASKET PAN,
131269,GASKET OIL PAN,
191894,VALVE CAMSHAFT,
131409,GASKET,
331471,CAT GASKET FRONT,
131668,ISX CUMMINS COVER GASKET,
331272,CYLINDER BLOCK PLATE GASKET,
431284,GASKET PAN ,
132001,"CUM3680713 GASKET,OIL COOLER",
331428,GASKET PAN(C13),
131667,GASKET COOLER,
131905,GASKET MAIN INLET,
331262,"GASKET, CYL.HD",
131654,SET GASKET COOL,
131953,KIT GASKET UP,
131655,GASKET HOUSING GEAR,
131657,GASKET HOUSING 4393176,
131347,OIL PAN GASKET,
131656,ISX CUMMINS OIL PAN GASKET,
831051,"831051 MAK21293367 GASKET, OIL PAN",
431295,GASKET KIT,
331410,"CAT3164416 KIT,HEAD GASK",
631250,SET HEAD,
431320,VALVE COVER GASKET ASSEMBLY,
631275,GASKET KIT,
131346,GASKET,
331565,KIT GASKET COVER,
331165,"CAT2486740 KIT,GASKET(C15)",
131851,LOWER GASKET KIT,
331218,OIL PAN GASKET CAT C15,
132058,UPPER GASKET KIT CUMMINS,
131640,SET GASKET ISX,
131906,UPPER GASKET KIT,
131907,GASKET TURBO,
391914,CAMSHAFT,
141283,OIL PAN CUMMINS ISX,
141281,KIT OIL PAN CAT,
341371,KIT OIL PAN CAT C15,
141341,OIL PAN,
641292,KIT OIL PAN  DDC,
840154,"MAK11MF4458M HOSE,COOLANT",
ECH-8322,"MAK744GB360 HOSE,COOLER",
ECH-8753,HOSE,
421046,"NAV1810322C1 HOSE,INLET",
ECH-8809,MAK11MF3592M18 HOSE,
740021,"FTL05-16840-000 HOSE,COOLANT",
ECH-8668,HOSE,
ECH-8691,HOSE,
ECH-8675,HOSE,
ECH-8681,HOSE,
121051,HOSE,
121052,HOSE,
121053,COOLANT HOSE,
121047,COOLANT HOSE,
121046,HOSE,
621131,"DDC05107607 HOSE,COOLANT",
ECH-8705,MAK160AX561 HOSE,
ECH-8693,HOSE,
ECH-8684,HOSE,
ECH-8498,EGR COOLER HOSE,
840158,COOLANT HOSE,
840157,HOSE,
840148,COOLANT HOSE,
ERH-3137,"MAK11MF3574M14 HOSE,COO",
840146,"VOL22891473 HOSE,COOLANT",
121057,COOLANT HOSE,
181930,"CUM4318947 THERMOSTAT,(180)",
381849,THERMOSTAT 170,
481834,THERMOSTAT KIT,
181925,THERMOSTAT,
381863,THERMOSTAT,
681850,KIT THERMOSTAT,
381851,"THERMOSTAT CAT C10, C11, C12, C13, C15, C16, C18",
801160,"KIT,THERMOSTAT",
EOS-3305,SEAL COMP,
331347,GASKET HOUSING,
331284,REGULATOR HOUSING GASKET,
331285,GASKET,
131676,GASKET HOUSING,
FSF-4267,FLASHER,
FSF-4266,FLASHER,
C15101-010,"KIT,ENGINE CAT 6NZ",
C15102-010,"KIT,ENGINE(C15)",
ISX119-033,"KIT,ENG",
381219,MANIFOLD KIT CAT,
450560,VALVE SOL,
EM37540,"MAK20QE3373 VALVE,SOL.",
180211,KIT SOLENOID,
740420,VALVE SOL,
HC2-150,Clamp,
HC2-175,"CLAMP,T-BOLT,1.62-1.75""",
HC2-188,T-Bolt Clamp SS;1.69-1.94,
HC2-200,CLAMP,
HC2-225,CLAMP,
HC2-250,CLAMP,
HC2-300,CLAMP,
ETM-4,Ext. Tongue Clamp;1/4,
ETM-6,.56-/88CLAMP SML BAND,
ETM-12,CLAMP,
ET-8,Ext. Tongue Clamp;1/2,
ET-10,CLAMP,
ET-20,CLAMP,
ET-24,CLAMP,
ET-32,ET-32 1-9/16TO2-1/2 SILI LIN.,
ET-36,Ext. Tongue Clamp;2 1/4,
ET-40,CLAMP,
ET-44,CLAMP,
ET-48,CLAMP,
ET-52,CLAMP,
ET-56,CLAMP,
ET-60,CLAMP,
HAB-6-18FS,3/8 AIR BRAKE ASSEMBLY,
HAB-6-26FS,3/8 AIR BRAKE ASSEMBLY,
HAB-6-36FS,3/8 AIR BRAKE ASSEMBLY,
HAB-6-42FS,3/8 AIR BRAKE ASSEMBLY,
HAB-6-48FS,3/8 AIR BRAKE ASSEMBLY,
HAB-6-54FS,3/8 AIR BRAKE ASSEMBLY,
HAB-6-60FS,3/8 AIR BRAKE ASSEMBLY,
HAB-8-26FS,1/2 AIR BRAKE ASSEMBLY,
HAB-8-42FS,1/2 AIR BRAKE ASSEMBLY,
HAB-8-48FS,1/2 AIR BRAKE ASSEMBLY,
HAB-8-54FS,1/2 AIR BRAKE ASSEMBLY,
SR528-1010,"FITTING,STEEL,SWIVEL,5/8-5/8(NO-10)",
SR528-88,FITTINGS,
SR528-1212,"FITTING,STEEL,SWIVEL,",
SR528-66,"FITTING,STEEL,SWIVEL,3/8-3/8(NO-6)",
SR528-44,"FITTING,STEEL,SWIVEL,1/4-1/4(NO.4)",
SR539-1010,NO.10 90 FITTING,
SR539-88,NO.8 FITTING 90,
SR539-66,FITTINGS,
SR539-44,FITTINGS,
SR540-44,FITTING,
SR540-66,FITTING,
SR540-88,45 DEG FITTING,
SR540-1010,FITTING,
SR540-1212,FITTING,
SR540-1616,FITTING,
HR5-10-REEL,HOSE NO.10,
HR5-8-REEL,HR5-8 CUT MED PRESSURE HOSE(NO. 8),
HR5-4-REEL,HOSE NO.4,
HR5-6-REEL,HOSE REEL NO.6,
HR5-12-REEL,3/4 NOM. ID 100R5 HOSE REEL NO 12,
42-10,Brass Union;5/8 M.SAE,
107-B,FITTING BRASS TEE,
PC1474-6C,45 ELBOW MALE PIPE,
X100-A,Brass Extruded 90° Elbow,
48-6B,"3/8"" BRASS MALE SAE X 1/4"" MALE NPT CONNECTOR",
48-6C,"3/8"" BRASS MALE SAE X 3/8"" MALE NPT CONNECTOR",
48-8C,"FITTING,CONNECTOR,1/2 - 3/8",
49-6B,Brass 90° Male Pipe Elbow,
49-6C,Brass 90° Male Pipe Elbow,
49-8C,"FITTING,ELBOW,90DEG,1/2 - 3/",
54-6B,Brass 45° Male Pipe Elbow,
54-6C,"FITTING,ELBOW,45DEG,3/8 - 3/",
54-8C,"FITTING,ELBOW,45DEG,1/2 - 3/8",
1485-2-100,DOT AirBrake Tube;1/8 Blk;100ft,
1485-2-1/2-100,DOT AirBrake Tube;5/32 Blk;100FT,
1485-4BLU-100,DOT AirBrake Tube;1/4 Bl..,
1485-4GRN-100,AB TUBE,
1485-4YEL-100,AB TUBE,
1485-6BLU-100,BLUE FLEX TUBE,
1485-6YEL-100,"3/8"" SYNFLEX YELLOW",
1485-8BLU-100,NYLON AIR BRAKE TUBE 1/2 BLU,
1485-8GRN-100,NYLON AIR BRAKE TUBE 1/2 GRN,
1485-8YEL-100,~,
1485-12-100,"SYNFLEX 3/4"" HOSE",
103-A,BRASS COUPLER 1/8 NPT,
103-B,BRASS COUPLER 1/4 NPT,
103-C,BRASS COUPLER 3/8 NPT,
103-D,BRASS COUPLER 1/2 NPT,
107-A,FITTING,
107-C,FITTING,
109-B,FITTINGS Brass Square Head Plug;1/4 MPT,
109-C,FITTINGS Brass Square Head Plug;3/8 MPT,
110-BA,FITTINGS Brass Bushing;1/4 MPTx1/8 FPT,
110-CA,"FITTING,BUSHING,3/8 - 1/8",
110-CB,FITTINGS Brass Bushing;3/8 MPTx1/4 FPT,
110-DB,FITTINGS Brass Bushing;1/2 MPTx1/4 FPT,
110-DC,FITTINGS Brass Bushing;1/2 MPTx3/8FPT,
110-ED,FITTINGS Brass Bushing;3/4 MPTx1/2 FPT,
112-A,Brass Close Nipple;1/8 MPT,
112-B,CLOSE NIPPLE 1/4 MPT,
118-A,BRASS PLUG HEX SUNK ; 1/8 MPT,
118-B,PLUG 1/4 COUNTERSUNK,
118-C,"FITTING,PIPE,PLUG,3/8",
118-D,"FITTING,PIPE,PLUG,1/2",
120-AA,BRASS ADAPTER ; 1/8 MPTX1/8 FPT,
120-BA,ADAPTER 1/4 FPT X 1/8 MPT,
120-BB,"FITTING,PIPE,ADAPTER,1/4-1",
120-CB,ADAPTER 3/8 FPT X 1/4 MPT,
120-CC,Adapter 3 / 8 MPT X 3 / 8 FPT,
120-DC,ADAPTER 1/2 FPT X 3/8 MPT,
120-ED,Brass Adapter;3/4 FPTx1/2 MPT,
121-A,FITTINGS,
121-B,HEX PLUG BRASS 1/4,
121-C,FITTINGS,
121-D,FITTINGS,
121-E,BRASS HEX PLUG 3/4,
121-M8UL,PTFE Sealant Tape;1/2in,
122-A,Brass Hex Nipple;1/8 MPT,
122-B,FITTINGS,
122-BA,Brass Reducing Nipple;1/4 MPTx1/8  MPT,
122-C,FITTINGS,
122-CB,"FITTING,HEX NIPPLE,1/2 - 1/4",
122-D,FITTINGS,
122-DB,REDU NIPPLE 1/2 MPTX1/4 MPT,
122-DC,REDU NIPPLE 1/2 MPTX3/8 MPT,
125-10D,HOSE BARB 3/8 X 1/2 NPT,
125-12D,BARB FITTING 3/4 X 1/2 NPT,
125-4B,HOSE BARB 1/4 X 1/4 NPT,
125-6B,COUPLER 3/8 HBARBX1/4 MPT,
125-8C,HOSE BARB 1/2 X 3/8 NPT,
1460-10,FITTINGS AirBrake Comp Sleeve 5/8,
1460-12,"FITTING,BRASS,SLEEVE,3/4",
1460-4,FITTINGS 1/4,
1460-6,FITTINGS 3/8,
1460-8,FITTINGS 1/2,
1461-10,AB COMP NUT 5/8,
1461-12,AIRBRAKE COMP NUT;3/4,
1461-4,FITTINGS AirBrake Comp Nut;1/4,
1461-6,FITTINGS AirBrake Comp Nut;3/8,
1461-8,FITTINGS AirBrake Comp Nut;1/2,
1462-10,FITTINGS AirBrake Union Cplng;5/8,
1462-12,FITTINGS AIRBRAKE UNION CPLING;3/4,
1462-4,FITTINGS AirBrake Union Cplng;1/4,
1462-6,FITTINGS AirBrake Union Cplng;3/8,
1462-8,FITTINGS AirBrake Union Cplng;1/2,
1464-4,FITTINGS AirBrake Tee;1/4,
1464-6,FITTINGS AirBrake Tee;3/8,
1464-8,"FITTING,BRASS,TEE,1/2",
1468-10D,AB CONN 5/8 TX1/2 MPT,
1468-4A,FITTINGS,
1468-4B,FITTINGS,
1468-6A,FITTINGS,
1468-6B,FITTINGS,
1468-6C,FITTINGS,
1468-6D,"FITTING,CONNECTOR,3/8 - 1/2",
1468-8B,"FITTING,CONNECTOR,1/2 - 1/4",
1468-8C,FITTINGS,
1468-8D,FITTINGS,
1469-10D,AIRBRAKE 90ELB;5/8X1/2MPT,
1469-4A,FITTINGS AirBrake 90Elb;1/4x1/8 MPT,
1469-4B,FITTINGS AirBrake 90Elb;1/4x1/4 MPT,
1469-6B,FITTINGS AirBrake 90Elb;3/8x1/4 MPT,
1469-6C,FITTINGS AirBrake 90Elb;3/8x3/8 MPT,
1469-6D,FITTINGS AirBrake 90Elb;3/8x1/2 MPT,
1469-8C,FITTINGS,
1469-8D,"FITTING,ELBOW,90DEG,1/2 - 1/2",
1471-6B,3/8 COMP X 1/4 NPT AIRBAG TEE,
1471-6C,AB TEE;3/8X3/8 MPTX3/8,
1471-8C,AB TEE; 1/2X3/8 MPTX1/2,
1472-6B,FITTINGS,
1474-4A,AIRBRAKE 45ELB;1/4X1/8 MPT,
1474-6B,FITTINGS,
1474-6C,FITTINGS,
1474-8C,"AB 45ELB, 1/2 Tx3/8 MPT",
1481-10,FITTINGS,
1481-12,FITTING BRASS INSERT,
1481-4,FITTINGS,
1481-6,FITTINGS,
1481-8,FITTINGS,
1490-6,FITTINGS,
1490-8,FITTINGS,
1491-6,FITTINGS,
1491-8,FITTINGS,
1492-6B,FITTINGS,
1492-6C,FITTINGS,
1492-6D,FITTINGS,
1492-6S,"FITTING,HOSE SPLICE,3/8",
1492-8C,"FITTING,COUPLER ASSY,1/2-3/8",
1492-8D,"AB RE COUPLER,1/2 HIDX1/2",
1493-6B,3/8X1/4,
1493-6D,"FITTING,COUPLER ASSY,3/8 - 1",
1493-8C,"FITTING,COUPLER ASSY,1/2 - 3",
1493-8D,"FITTING,COUPLER ASSY",
1495B-C,BULKHEAD***,
1495B-D,TERMINAL BOLT; 1/2 FPT; BRASS,
1495-C,FITTINGS,
1495-L,FITTINGS,
1495-S,FITTINGS,
1496-DC,"FITTING,TERMANAL BOLT,1/2X3/",
1497-DB,FITTING,
14DV-60B,AIR TANK DRAIN VALVE,
154-3A,BRASS INV. FLARE 45,
154-4A,BRASS INV. FLARE 45,
154-6B,BRASS INV. FLARE 45,
154-8C,BRASS INV. FLARE 45,
2120-B,SHUT OFF CK: 1/4 FPTX1/4 MPT,
2120-C,Shut Off;3/8 FPTx3/8 MPT;Spring Bttm,
240-B,Back Seating Drain Valve;1/4,
241-B,"DRAIN COCK, 1/4",
4134-6B,FITTINGS,
4134-6C,AIR HOSE ADPTR; 3/8X3/8 MPT,
860-2,COLLET,
860-2-1/2,FITTING,
861-2,Air Shift Nut;1/8,
861-2-1/2,FITTING,
862-2,FITTING 1/8,
862-2-1/2,FITTING,
0868-2-1,FITTING,
868-2-1/2-1,Air Shift Adptr;5/32x1/16,
868-2-1/2A,Air Shift Adptr;5/32x1/8 MPT,
868-2A,Air Shift Adptr;1/8x1/8 MPT,
869-2-1/2A,Air Shift 90Elb;5/32x1/8 MPT,
869-2A,FITTING,
ABFR-KIT-1,Air Brake Repair Kit-Sml,
ASGK-1,AIR SEAT GUN SPLICER KIT,
BV4103-C,FITTINGS,
BV4103-D,FITTINGS,
FWSK-1,AIR HOSE OF FIFTH WHEEL,
